original contig name	Isolation source	Completeness	Cenote-taker contig name	Length	Element Name	Topology	Common Viral Domains	ORF caller used	BLASTN result (if any)	GI	ref	taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species	Protein	Coverage	Repetitive
contig_761	unknown	unknown	NA	1712	not classified sp. cat2814	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_762	unknown	unknown	NA	1710	unclassified Microviridae sp. cat2815	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	117574	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	not classified	not classified	no protein	1	N
contig_763	unknown	unknown	NA	1707	Microviridae sp. sp. cat2816	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2202644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae sp.	no protein	1	N
contig_764	unknown	Partial genome (putative)	ct2_contig_dictionary2164_vs01	1705	Myoviridae sp. ctisZ164	linear	2	Prodigal (meta)	no blastn	358356567	YP_004934318.1	331278	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Myoviridae_undefined_genus	Myoviridae_undefined_genus_undefined_species	phage K1E myramoyl peptidase	1	N
contig_765	unknown	unknown	NA	1051	dark_matter sp. cat1346	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1346	no protein	2	N
contig_766	unknown	unknown	NA	1702	CrAssphage sp. sp. cat2818	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2212563	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	CrAssphage sp.	no protein	1	N
contig_767	unknown	unknown	NA	1716	Clostridiales sp. cat2819	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	4	N
contig_768	unknown	unknown	NA	1699	dark_matter sp. cat1347	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1347	no protein	1	N
contig_769	unknown	unknown	NA	1698	Clostridiales sp. cat2820	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_770	unknown	unknown	NA	1698	dark_matter sp. cat1348	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1348	no protein	1	N
contig_771	unknown	unknown	NA	1510	Zoogloeaceae sp. cat2821	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2008794	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	not classified	not classified	no protein	2	N
contig_772	unknown	unknown	NA	1690	not classified sp. cat2822	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	7	N
contig_773	unknown	unknown	NA	1692	Candidatus Bathyarchaeota archaeon sp. cat2823	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2026714	Archaea	Candidatus Bathyarchaeota	Candidatus Bathyarchaeota_undefined_class	Candidatus Bathyarchaeota_undefined_class_undefined_order	Candidatus Bathyarchaeota_undefined_class_undefined_order_undefined_family	Candidatus Bathyarchaeota_undefined_class_undefined_order_undefined_family_undefined_genus	Candidatus Bathyarchaeota archaeon	no protein	1	N
contig_774	unknown	unknown	NA	1684	Firmicutes sp. cat2824	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	2	N
contig_775	unknown	unknown	NA	1688	Firmicutes sp. cat2825	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_776	unknown	unknown	NA	1688	Podoviridae sp. ctbd591 sp. cat2826	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2675445	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae sp. ctbd591	no protein	1	N
contig_777	unknown	unknown	NA	1688	dark_matter sp. cat1349	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1349	no protein	1	N
contig_778	unknown	unknown	NA	1687	Clostridiales sp. cat2827	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_779	unknown	unknown	NA	1682	Clostridiales sp. cat2828	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	4	N
contig_78	unknown	unknown	NA	1265	not classified sp. cat2829	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_780	unknown	unknown	NA	1684	Prevotella sp. cat2830	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_781	unknown	unknown	NA	1683	Prevotella sp. cat2831	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_782	unknown	unknown	NA	1683	Bacteroidales sp. cat2832	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_783	unknown	unknown	NA	1682	Parcubacteria group bacterium ADurb.Bin216 sp. cat2833	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1852939	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Parcubacteria group bacterium ADurb.Bin216	no protein	1	N
contig_784	unknown	unknown	NA	1681	Prevotellaceae bacterium sp. cat2834	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2049047	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_undefined_genus	Prevotellaceae bacterium	no protein	1	N
contig_785	unknown	unknown	NA	1678	dark_matter sp. cat1350	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1350	no protein	1	N
contig_786	unknown	unknown	NA	1670	Firmicutes sp. cat2835	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	4	N
contig_787	unknown	Partial genome (putative)	ct2_contig_dictionary2188_vs01	1677	Podoviridae sp. ct4hQ188	linear	0	Prodigal (meta)	no blastn	1102617391	YP_009321139.1	1814284	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Fipvunavirus	Fipvunavirus_undefined_species	hypothetical protein	1	N
contig_788	unknown	Partial genome (putative)	ct2_contig_dictionary2189_vs01	1676	Microviridae sp. ctf7L189	linear	1	Prodigal (meta)	no blastn	971765803	YP_009218802.1	1655645	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	1	N
contig_789	unknown	unknown	NA	1680	Phage DP-2017a sp. cat2838	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1955560	Viruses	Viruses_undefined_phylum	Viruses_undefined_phylum_undefined_class	Viruses_undefined_phylum_undefined_class_undefined_order	Viruses_undefined_phylum_undefined_class_undefined_order_undefined_family	Viruses_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Phage DP-2017a	no protein	1	N
contig_79	unknown	Partial genome (putative)	ct2_contig_dictionary2191_vs01	36898	Podoviridae sp. ctnFh191	linear	5	Prodigal (meta)	no blastn	526176923	YP_008240785.1	1328029	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba41	replicative helicase, DnaB family	1	N
contig_790	unknown	unknown	NA	1675	Clostridiales sp. cat2840	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_791	unknown	unknown	NA	1674	not classified sp. cat2841	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_792	unknown	unknown	NA	1673	Prevotella copri sp. cat2842	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	165179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	no protein	1	N
contig_793	unknown	unknown	NA	1673	Prevotella sp. cat2843	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_794	unknown	unknown	NA	1673	Clostridiales sp. cat2844	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_795	unknown	unknown	NA	1686	Faecalibacterium prausnitzii sp. cat2845	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	no protein	4	N
contig_796	unknown	unknown	NA	1669	Bacteroidales sp. cat2846	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_797	unknown	unknown	NA	1429	dark_matter sp. cat1351	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1351	no protein	2	N
contig_798	unknown	unknown	NA	1668	Firmicutes sp. cat2847	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_799	unknown	unknown	NA	1667	not classified sp. cat2848	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_8	unknown	unknown	NA	1713	crAss-like viruses sp. cat2849	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1978007	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	not classified	not classified	no protein	3	N
contig_80	unknown	unknown	NA	1303	not classified sp. cat2850	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	Y
contig_800	unknown	Partial genome (putative)	ct2_contig_dictionary2204_vs01	1666	Microviridae sp. ctUOK204	linear	1	Prodigal (meta)	no blastn	971765803	YP_009218802.1	1655645	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	1	N
contig_801	unknown	unknown	NA	1665	Phascolarctobacterium succinatutens sp. cat2852	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	626940	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	no protein	1	N
contig_802	unknown	Partial genome (putative)	ct2_contig_dictionary2206_vs01	1665	Microviridae sp. ct5Fp206	linear	1	Prodigal (meta)	no blastn	906476300	YP_009160346.1	1655648	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	DNA pilot protein VP2	1	N
contig_803	unknown	unknown	NA	1663	Bacteroidales sp. cat2854	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_804	unknown	unknown	NA	1660	Parabacteroides sp. CAG:409 sp. cat2855	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262913	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CAG:409	no protein	1	N
contig_805	unknown	Partial genome (putative)	ct2_contig_dictionary2209_vs01	1659	Microviridae sp. ctIbg209	linear	1	Prodigal (meta)	no blastn	971765803	YP_009218802.1	1655645	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	2	N
contig_806	unknown	unknown	NA	1658	Clostridiales sp. cat2857	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_807	unknown	unknown	NA	1639	dark_matter sp. cat1352	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1352	no protein	3	N
contig_808	unknown	unknown	NA	1656	Sharpea azabuensis sp. cat2858	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	322505	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Sharpea	Sharpea azabuensis	no protein	1	N
contig_809	unknown	unknown	NA	1676	not classified sp. cat2859	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_81	unknown	unknown	NA	1318	CrAssphage ZA sp. cat2860	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2507125	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	CrAssphage ZA	no protein	3	N
contig_810	unknown	unknown	NA	1655	Parabacteroides sp. cat2861	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	375288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	not classified	no protein	2	N
contig_811	unknown	unknown	NA	1655	Zoogloeaceae sp. cat2862	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2008794	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	not classified	not classified	no protein	1	N
contig_812	unknown	Partial genome (putative)	ct2_contig_dictionary2217_vs01	1655	Podoviridae sp. ctvoP217	linear	0	Prodigal (meta)	no blastn	12248117	NP_073693.1	12345	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	head tail connector (portal protein)	1	N
contig_813	unknown	Partial genome (putative)	ct2_contig_dictionary2218_vs01	1653	Microviridae sp. ct05c218	linear	0	Prodigal (meta)	no blastn	906476375	YP_009160386.1	1655657	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	1	N
contig_814	unknown	unknown	NA	1653	dark_matter sp. cat1353	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1353	no protein	1	N
contig_815	unknown	Partial genome (putative)	ct2_contig_dictionary2220_vs01	1653	Siphoviridae sp. ctUJs220	linear	2	Prodigal (meta)	no blastn	593774729	YP_009012597.1	691964	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pepyhexavirus	Rhodococcus virus Poco6	TerL	1	N
contig_816	unknown	unknown	NA	1651	dark_matter sp. cat1354	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1354	no protein	1	N
contig_817	unknown	unknown	NA	1651	dark_matter sp. cat1355	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1355	no protein	1	N
contig_818	unknown	unknown	NA	1637	dark_matter sp. cat1356	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1356	no protein	15	N
contig_819	unknown	Partial genome (putative)	ct2_contig_dictionary2224_vs01	1650	Podoviridae sp. ctY2s224	linear	0	Prodigal (meta)	no blastn	971743638	YP_009198026.1	1734382	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	DNA packaging ATPase	1	N
contig_82	unknown	unknown	NA	27854	Bacteroidetes sp. cat2867	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	976	Bacteria	Bacteroidetes	not classified	not classified	not classified	not classified	not classified	no protein	3	N
contig_820	unknown	unknown	NA	1284	Blautia obeum ATCC 29174 sp. cat2868	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	411459	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	no protein	11	N
contig_821	unknown	unknown	NA	1648	CrAssphage sp. sp. cat2869	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2212563	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	CrAssphage sp.	no protein	1	N
contig_822	unknown	unknown	NA	1646	dark_matter sp. cat1357	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1357	no protein	1	N
contig_823	unknown	Partial genome (putative)	ct2_contig_dictionary2229_vs01	1645	Microviridae sp. ct0MA229	linear	0	Prodigal (meta)	no blastn	971765481	YP_009218533.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	1	N
contig_824	unknown	unknown	NA	1642	not classified sp. cat2871	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_825	unknown	unknown	NA	1642	Propionibacterium sp. sp. cat2872	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1977903	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium sp.	no protein	1	N
contig_826	unknown	Partial genome (putative)	ct2_contig_dictionary2232_vs01	1642	Microviridae sp. ct9Z8232	linear	1	Prodigal (meta)	no blastn	1043372884	YP_009259740.1	1676182	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication initiator protein	1	N
contig_827	unknown	unknown	NA	1641	Thauera sp. 2A1 sp. cat2874	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2570191	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera sp. 2A1	no protein	1	N
contig_828	unknown	unknown	NA	1640	Ruminococcaceae sp. cat2875	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	541000	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	not classified	not classified	no protein	1	N
contig_829	unknown	unknown	NA	1640	Prevotella sp. cat2876	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_83	unknown	Partial genome (putative)	ct2_contig_dictionary2236_vs01	10002	Podoviridae sp. ctbNx236	linear	4	Prodigal (meta)	no blastn	526176923	YP_008240785.1	1328029	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba41	replicative helicase, DnaB family	3	N
contig_830	unknown	unknown	NA	1638	Prevotella sp. cat2878	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_831	unknown	unknown	NA	1623	dark_matter sp. cat1358	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1358	no protein	5	N
contig_832	unknown	unknown	NA	1120	not classified sp. cat2879	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	2	N
contig_833	unknown	unknown	NA	1638	dark_matter sp. cat1359	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1359	no protein	1	N
contig_834	unknown	unknown	NA	1637	Firmicutes sp. cat2880	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_835	unknown	Partial genome (putative)	ct2_contig_dictionary2242_vs01	1637	Siphoviridae sp. ctBmo242	linear	1	Prodigal (meta)	no blastn	526241776	YP_008318086.1	1262537	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Skunavirus_undefined_species	putative DNA polymerase subunit	1	N
